"","X","Paper","Condition","Subcondition","Neurotypical","Subject.Group","Dual.Task","Treatment","Self.Congruence","Scene","fMRI","ERP","Eye.Track","Agent","Agent.Subclass","Animate","Directional","Perspective.Consistency","Directional.Consistency","Gender.Matched","Target.Perspective","Self.Other.Blocking","Design.Block","Block.Type","Excluded.Mismatch","Explicitly.Tracking.Self","Explicitly.Tracking.Other","Explicitly.NOT.Tracking.Other","Told.Ignore.Stimulus","Spacial.Distribution","Perspective.Eliminated","Learning.Required","Cue.Type","Cue","Social.Cue","Task","Action","Timeout","Virtual.InPerson","Subject","Value","RTorError","StudyNumber","Age","Sex","Matching","PerspectiveSelf","filter_condition"
"8816",30428,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","6_Fur16_RT",917.3636,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8817",30429,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","15_Fur16_RT",642.4545,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8818",30430,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","16_Fur16_RT",761.3333,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8819",30431,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","17_Fur16_RT",538.3636,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8820",30434,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","7_Fur16_RT",638.4,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8821",30435,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","8_Fur16_RT",953.6364,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8822",30436,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","9_Fur16_RT",712.25,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8823",30437,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","10_Fur16_RT",796.5,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8824",30438,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","11_Fur16_RT",607.6667,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8825",30439,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","12_Fur16_RT",773.7273,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8826",30440,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","13_Fur16_RT",726.5833,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8827",30441,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","14_Fur16_RT",887.5,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8828",30442,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","1_Fur16_RT",706.9091,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8829",30443,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","2_Fur16_RT",655.5,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8830",30444,"Furlanetto_2016","eyes_other_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","HE/SHE","Y","verify","keypress","2000","virtual","3_Fur16_RT",1029.25,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8831",30460,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","1_Fur16_RT",445.0833,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8832",30461,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","2_Fur16_RT",539.8182,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8833",30462,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","3_Fur16_RT",806.6364,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8834",30463,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","4_Fur16_RT",612.9167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8835",30464,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","5_Fur16_RT",586.9,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8836",30465,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","6_Fur16_RT",684.5833,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8837",30466,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","7_Fur16_RT",523.1667,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8838",30467,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","8_Fur16_RT",672.7273,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8839",30468,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","9_Fur16_RT",520.5455,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8840",30469,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","10_Fur16_RT",696.5833,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8841",30470,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","11_Fur16_RT",564.4167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8842",30471,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","12_Fur16_RT",562.4167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8843",30472,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","13_Fur16_RT",580.1,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8844",30473,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","14_Fur16_RT",704.6364,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8845",30474,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","15_Fur16_RT",464.6364,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8846",30475,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","16_Fur16_RT",489.6364,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8847",30476,"Furlanetto_2016","eyes_self_con","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","C","C","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","N","N","visual","YOU","Y","verify","keypress","2000","virtual","17_Fur16_RT",393,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8848",30494,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","4_Fur16_RT",603,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8849",30495,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","5_Fur16_RT",762.8182,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8850",30496,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","7_Fur16_RT",483.3333,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8851",30497,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","8_Fur16_RT",747.25,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8852",30498,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","9_Fur16_RT",633.7273,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8853",30499,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","6_Fur16_RT",762.1,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8854",30500,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","11_Fur16_RT",548.4545,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8855",30501,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","12_Fur16_RT",621.9091,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8856",30502,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","13_Fur16_RT",581.4167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8857",30503,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","10_Fur16_RT",586.4167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8858",30504,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","15_Fur16_RT",512,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8859",30505,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","16_Fur16_RT",581.8333,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8860",30506,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","17_Fur16_RT",431.5455,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8861",30516,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","14_Fur16_RT",742.4167,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8862",30517,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","1_Fur16_RT",438,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8863",30518,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","2_Fur16_RT",539.1111,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8864",30519,"Furlanetto_2016","eyes_self_incon","eyes","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","self","mixed","mixed","no_goggles/seeing_goggles or no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","N","N","visual","YOU","Y","verify","keypress","2000","virtual","3_Fur16_RT",985.3333,"RT","1",NA,NA,"match",1,"Furlanetto_2016_1"
"8865",31672,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","4_Fur16_RT",536.3636,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8866",31673,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","7_Fur16_RT",533.6667,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8867",31674,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","8_Fur16_RT",682.4545,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8868",31675,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","5_Fur16_RT",644.2727,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8869",31676,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","6_Fur16_RT",748.5455,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8870",31677,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","15_Fur16_RT",513.5833,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8871",31678,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","16_Fur16_RT",460.2222,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8872",31679,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","17_Fur16_RT",432,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8873",31684,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","9_Fur16_RT",733.2727,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8874",31685,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","10_Fur16_RT",743,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8875",31686,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","11_Fur16_RT",478.3636,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8876",31687,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","12_Fur16_RT",508.6364,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8877",31688,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","13_Fur16_RT",837,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8878",31689,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","14_Fur16_RT",842.0833,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8879",31690,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","1_Fur16_RT",864.0833,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8880",31691,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","2_Fur16_RT",563.75,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8881",31692,"Furlanetto_2016","non_seeing_other_con","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","C","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","together","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","3_Fur16_RT",1135.9,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
"8882",31706,"Furlanetto_2016","non_seeing_other_incon","non_seeing","Y","NT","N","N","N","room","N","N","N","avatar","avatar_samson","Y","Y","I","I","Y","avatar","mixed","mixed","no_goggles/non-seeing_goggles","Y","Y","Y","N","N","varied","Y","Y","visual","HE/SHE","Y","verify","keypress","2000","virtual","4_Fur16_RT",590.0909,"RT","1",NA,NA,"match",0,"Furlanetto_2016_1"
